card_num;amount;transaction_datetime;load_date
7371744175680876;377.33;2024-07-01 04:41:10;2024-07-01
7371744175680876;318.42;2024-07-01 06:05:10;2024-07-01
2456836587187701;246.52;2024-07-01 15:00:10;2024-07-01
2456836587187701;143.49;2024-07-01 14:49:10;2024-07-01
9353747842806482;375.81;2024-07-01 01:00:10;2024-07-01
1935473798191719;134.0;2024-07-01 20:56:10;2024-07-01
1935473798191719;282.13;2024-07-01 20:53:10;2024-07-01
1935473798191719;200.42;2024-07-01 19:56:10;2024-07-01
7542129570036580;14.5;2024-07-01 09:49:10;2024-07-01
1741143516898358;33.14;2024-07-01 23:47:10;2024-07-01
9823403970165469;125.59;2024-07-01 12:08:10;2024-07-01
9823403970165469;122.81;2024-07-01 11:36:10;2024-07-01
9823403970165469;36.15;2024-07-01 10:59:10;2024-07-01
0005538167587579;498.32;2024-07-01 02:37:10;2024-07-01
0005538167587579;0.89;2024-07-01 02:40:10;2024-07-01
0005538167587579;261.05;2024-07-01 02:25:10;2024-07-01
3442724124461535;391.55;2024-07-01 03:17:10;2024-07-01
3442724124461535;469.52;2024-07-01 02:56:10;2024-07-01
3442724124461535;486.46;2024-07-01 01:58:10;2024-07-01
0857037880393276;398.13;2024-07-01 15:56:10;2024-07-01
0857037880393276;87.87;2024-07-01 16:00:10;2024-07-01
9638155261016149;1.21;2024-07-01 19:19:10;2024-07-01
9638155261016149;227.3;2024-07-01 19:21:10;2024-07-01
3828860029444799;36.7;2024-07-01 10:33:10;2024-07-01
3828860029444799;299.02;2024-07-01 10:49:10;2024-07-01
3828860029444799;444.64;2024-07-01 12:24:10;2024-07-01
9236106841766441;275.62;2024-07-01 02:29:10;2024-07-01
5096145654376788;172.27;2024-07-01 11:22:10;2024-07-01
4245178855614643;409.8;2024-07-01 04:48:10;2024-07-01
4245178855614643;313.83;2024-07-01 04:04:10;2024-07-01
4245178855614643;133.17;2024-07-01 04:11:10;2024-07-01
9768034241585632;499.12;2024-07-01 01:17:10;2024-07-01
9768034241585632;424.26;2024-07-01 03:08:10;2024-07-01
2145230227009354;284.97;2024-07-01 23:34:10;2024-07-01
2145230227009354;255.81;2024-07-02 00:51:10;2024-07-01
2145230227009354;61.96;2024-07-01 23:59:10;2024-07-01
0153027993228699;147.08;2024-07-01 11:08:10;2024-07-01
6654338853090755;302.14;2024-07-01 14:48:10;2024-07-01
6654338853090755;52.39;2024-07-01 15:24:10;2024-07-01
6654338853090755;176.65;2024-07-01 14:13:10;2024-07-01
5750951775772151;156.31;2024-07-01 02:31:10;2024-07-01
5750951775772151;315.06;2024-07-01 03:22:10;2024-07-01
5750951775772151;134.82;2024-07-01 03:14:10;2024-07-01
6712894161712646;396.02;2024-07-01 08:18:10;2024-07-01
6712894161712646;273.48;2024-07-01 08:36:10;2024-07-01
6712894161712646;389.21;2024-07-01 09:20:10;2024-07-01
4335029074759957;79.63;2024-07-01 06:41:10;2024-07-01
4335029074759957;305.49;2024-07-01 06:27:10;2024-07-01
4205286264871416;461.32;2024-07-01 12:44:10;2024-07-01
4205286264871416;249.82;2024-07-01 13:54:10;2024-07-01
4205286264871416;484.46;2024-07-01 13:32:10;2024-07-01
0797888555720567;146.17;2024-07-01 06:37:10;2024-07-01
0797888555720567;281.0;2024-07-01 06:51:10;2024-07-01
0797888555720567;134.03;2024-07-01 06:15:10;2024-07-01
5789260121726225;487.18;2024-07-01 11:12:10;2024-07-01
5789260121726225;491.59;2024-07-01 10:47:10;2024-07-01
5789260121726225;198.43;2024-07-01 11:16:10;2024-07-01
6336837656492021;121.77;2024-07-01 22:38:10;2024-07-01
6336837656492021;332.71;2024-07-01 22:36:10;2024-07-01
6336837656492021;186.55;2024-07-01 21:54:10;2024-07-01
5409379532680888;497.87;2024-07-01 16:15:10;2024-07-01
5926172074676634;217.2;2024-07-01 21:37:10;2024-07-01
5926172074676634;398.47;2024-07-01 21:44:10;2024-07-01
2476720707922342;488.07;2024-07-01 10:51:10;2024-07-01
1318466818652914;251.58;2024-07-01 15:17:10;2024-07-01
1318466818652914;347.7;2024-07-01 13:54:10;2024-07-01
8354658971601513;53.89;2024-07-01 22:44:10;2024-07-01
0907412131959026;354.77;2024-07-01 09:39:10;2024-07-01
8583819014251075;341.9;2024-07-01 10:08:10;2024-07-01
6025744296103478;213.33;2024-07-01 20:32:10;2024-07-01
3261490592675614;97.3;2024-07-01 14:59:10;2024-07-01
3261490592675614;435.87;2024-07-01 16:55:10;2024-07-01
3261490592675614;201.2;2024-07-01 16:23:10;2024-07-01
9928600397938037;256.31;2024-07-01 06:37:10;2024-07-01
9928600397938037;216.49;2024-07-01 06:33:10;2024-07-01
5869184071359877;401.0;2024-07-01 14:12:10;2024-07-01
5869184071359877;244.91;2024-07-01 14:17:10;2024-07-01
2287915022435974;32.76;2024-07-01 14:54:10;2024-07-01
2287915022435974;390.98;2024-07-01 15:58:10;2024-07-01
4124364522029457;204.77;2024-07-01 01:20:10;2024-07-01
6438994321043166;235.02;2024-07-01 20:54:10;2024-07-01
6438994321043166;113.49;2024-07-01 19:47:10;2024-07-01
6438994321043166;21.81;2024-07-01 20:52:10;2024-07-01
6010757422286127;258.62;2024-07-01 12:25:10;2024-07-01
7134404948836298;473.86;2024-07-01 10:20:10;2024-07-01
7134404948836298;290.21;2024-07-01 10:02:10;2024-07-01
7134404948836298;219.65;2024-07-01 09:42:10;2024-07-01
8426641711262550;297.49;2024-07-01 07:19:10;2024-07-01
8426641711262550;356.79;2024-07-01 06:56:10;2024-07-01
8426641711262550;8.04;2024-07-01 07:19:10;2024-07-01
7787314985064344;38.2;2024-07-01 02:10:10;2024-07-01
7787314985064344;374.94;2024-07-01 02:10:10;2024-07-01
1913932887472560;71.66;2024-07-01 19:10:10;2024-07-01
8972022133046391;178.97;2024-07-01 03:19:10;2024-07-01
8972022133046391;369.73;2024-07-01 03:54:10;2024-07-01
2347349409960734;473.34;2024-07-01 06:45:10;2024-07-01
5642989323410386;486.88;2024-07-01 12:22:10;2024-07-01
5642989323410386;213.78;2024-07-01 12:28:10;2024-07-01
3346824593295797;27.3;2024-07-01 07:40:10;2024-07-01
9724593956495029;470.75;2024-07-01 17:27:10;2024-07-01
8616277050537703;391.96;2024-07-01 13:32:10;2024-07-01
2105443875112435;282.91;2024-07-01 17:41:10;2024-07-01
2105443875112435;35.24;2024-07-01 16:08:10;2024-07-01
2105443875112435;238.84;2024-07-01 16:46:10;2024-07-01
8877947811797563;141.0;2024-07-01 22:14:10;2024-07-01
8877947811797563;24.91;2024-07-01 22:49:10;2024-07-01
8877947811797563;4.29;2024-07-01 22:18:10;2024-07-01
6003171727265006;266.01;2024-07-02 00:24:10;2024-07-01
6003171727265006;476.84;2024-07-01 23:08:10;2024-07-01
9216475601309411;24.34;2024-07-02 00:04:10;2024-07-01
9216475601309411;367.93;2024-07-01 22:41:10;2024-07-01
2935228621306375;209.41;2024-07-01 20:38:10;2024-07-01
2935228621306375;125.66;2024-07-01 19:22:10;2024-07-01
2935228621306375;9.96;2024-07-01 19:21:10;2024-07-01
8349334903427687;176.41;2024-07-01 17:44:10;2024-07-01
8349334903427687;59.71;2024-07-01 18:37:10;2024-07-01
5776512108041491;271.0;2024-07-01 03:18:10;2024-07-01
4823271112109759;245.82;2024-07-01 17:31:10;2024-07-01
4823271112109759;420.62;2024-07-01 18:24:10;2024-07-01
2070700245113982;31.11;2024-07-01 09:07:10;2024-07-01
2070700245113982;289.34;2024-07-01 09:07:10;2024-07-01
2070700245113982;117.17;2024-07-01 10:13:10;2024-07-01
8570630086134035;429.09;2024-07-01 23:45:10;2024-07-01
8570630086134035;421.34;2024-07-01 23:12:10;2024-07-01
4312707357209020;227.12;2024-07-01 20:30:10;2024-07-01
4312707357209020;240.17;2024-07-01 20:59:10;2024-07-01
4312707357209020;112.48;2024-07-01 20:21:10;2024-07-01
4205499317834143;98.28;2024-07-01 13:03:10;2024-07-01
4205499317834143;189.84;2024-07-01 13:07:10;2024-07-01
1240552020803055;386.23;2024-07-01 00:57:10;2024-07-01
4530778988907039;242.96;2024-07-01 16:15:10;2024-07-01
1999384617443446;177.78;2024-07-01 08:32:10;2024-07-01
1999384617443446;210.71;2024-07-01 07:35:10;2024-07-01
0687655354815731;440.93;2024-07-01 23:53:10;2024-07-01
2002170046248689;346.25;2024-07-01 19:05:10;2024-07-01
4786685129109850;195.69;2024-07-01 07:20:10;2024-07-01
3877701484853924;87.0;2024-07-01 23:30:10;2024-07-01
1425787681786342;45.72;2024-07-01 02:23:10;2024-07-01
1425787681786342;102.15;2024-07-01 01:15:10;2024-07-01
1425787681786342;331.7;2024-07-01 02:41:10;2024-07-01
5030697417099921;462.27;2024-07-01 19:52:10;2024-07-01
1252123089586248;123.04;2024-07-01 05:43:10;2024-07-01
1252123089586248;280.75;2024-07-01 06:37:10;2024-07-01
3652128688472753;195.94;2024-07-01 09:33:10;2024-07-01
3652128688472753;184.8;2024-07-01 09:32:10;2024-07-01
3652128688472753;82.33;2024-07-01 09:35:10;2024-07-01
8825317925511696;324.83;2024-07-01 17:45:10;2024-07-01
8825317925511696;207.6;2024-07-01 17:39:10;2024-07-01
8825317925511696;289.95;2024-07-01 16:27:10;2024-07-01
8058763833939793;300.9;2024-07-01 15:51:10;2024-07-01
8058763833939793;59.92;2024-07-01 15:30:10;2024-07-01
6716465624162792;386.65;2024-07-01 07:55:10;2024-07-01
6716465624162792;270.24;2024-07-01 07:18:10;2024-07-01
2279541789208334;43.93;2024-07-01 10:10:10;2024-07-01
2279541789208334;31.94;2024-07-01 09:55:10;2024-07-01
7224273492241472;278.71;2024-07-01 23:43:10;2024-07-01
7224273492241472;195.57;2024-07-02 00:16:10;2024-07-01
7224273492241472;260.29;2024-07-01 22:22:10;2024-07-01
2908933252294510;137.09;2024-07-01 18:54:10;2024-07-01
8155440443602998;109.6;2024-07-01 03:15:10;2024-07-01
8155440443602998;159.95;2024-07-01 03:11:10;2024-07-01
5963717312890541;173.76;2024-07-01 13:07:10;2024-07-01
5963717312890541;241.65;2024-07-01 13:03:10;2024-07-01
7229647707445766;80.08;2024-07-01 19:05:10;2024-07-01
7229647707445766;305.99;2024-07-01 18:53:10;2024-07-01
7229647707445766;355.53;2024-07-01 18:29:10;2024-07-01
1565718299685711;172.62;2024-07-01 09:37:10;2024-07-01
1565718299685711;342.5;2024-07-01 10:29:10;2024-07-01
2918626963925760;471.91;2024-07-01 23:25:10;2024-07-01
2918626963925760;83.75;2024-07-01 22:57:10;2024-07-01
9036068868730736;405.49;2024-07-01 19:05:10;2024-07-01
0117477741827069;179.33;2024-07-01 04:47:10;2024-07-01
0117477741827069;457.29;2024-07-01 05:26:10;2024-07-01
0117477741827069;258.07;2024-07-01 05:35:10;2024-07-01
0162466916966431;363.44;2024-07-01 11:02:10;2024-07-01
0162466916966431;132.25;2024-07-01 11:10:10;2024-07-01
2218911394055832;78.89;2024-07-01 10:23:10;2024-07-01
2218911394055832;3.66;2024-07-01 10:06:10;2024-07-01
9259275749152617;183.92;2024-07-01 01:28:10;2024-07-01
9259275749152617;172.0;2024-07-01 01:40:10;2024-07-01
1325864496175790;375.05;2024-07-01 02:42:10;2024-07-01
1325864496175790;340.03;2024-07-01 03:17:10;2024-07-01
1325864496175790;161.52;2024-07-01 02:57:10;2024-07-01
8664904672525738;478.75;2024-07-01 16:50:10;2024-07-01
8664904672525738;43.29;2024-07-01 16:30:10;2024-07-01
8664904672525738;239.97;2024-07-01 16:57:10;2024-07-01
1221199400074511;231.8;2024-07-01 18:03:10;2024-07-01
8051729369838269;395.68;2024-07-01 08:48:10;2024-07-01
9675979584377367;386.17;2024-07-01 08:00:10;2024-07-01
9675979584377367;123.19;2024-07-01 08:43:10;2024-07-01
9675979584377367;261.82;2024-07-01 08:39:10;2024-07-01
9831056540149565;456.45;2024-07-02 00:14:10;2024-07-01
2657167857790195;322.44;2024-07-01 20:07:10;2024-07-01
2657167857790195;122.22;2024-07-01 21:07:10;2024-07-01
2657167857790195;229.82;2024-07-01 20:48:10;2024-07-01
9299960580718030;469.44;2024-07-01 06:46:10;2024-07-01
9299960580718030;9.0;2024-07-01 06:41:10;2024-07-01
7931707888966762;120.41;2024-07-01 05:41:10;2024-07-01
1322348056055873;309.86;2024-07-01 09:39:10;2024-07-01
1322348056055873;231.71;2024-07-01 09:45:10;2024-07-01
1322348056055873;57.42;2024-07-01 09:30:10;2024-07-01
0475007934980971;275.11;2024-07-01 15:38:10;2024-07-01
5666015855271094;369.29;2024-07-01 23:48:10;2024-07-01
5666015855271094;328.41;2024-07-01 22:43:10;2024-07-01
5666015855271094;260.54;2024-07-01 23:03:10;2024-07-01
6016957624236665;381.77;2024-07-01 08:29:10;2024-07-01
6016957624236665;209.62;2024-07-01 08:04:10;2024-07-01
3980993932030300;346.21;2024-07-01 10:18:10;2024-07-01
3980993932030300;343.22;2024-07-01 09:38:10;2024-07-01
3980993932030300;74.17;2024-07-01 10:21:10;2024-07-01
7818750616722327;354.8;2024-07-01 06:47:10;2024-07-01
2564492687085935;370.48;2024-07-02 00:14:10;2024-07-01
4348133075638360;332.27;2024-07-01 17:13:10;2024-07-01
4348133075638360;110.14;2024-07-01 17:13:10;2024-07-01
6404990922576372;56.61;2024-07-01 13:57:10;2024-07-01
5887071585419482;299.44;2024-07-01 05:00:10;2024-07-01
7752307263219604;416.16;2024-07-01 05:15:10;2024-07-01
4220390823947137;222.82;2024-07-01 23:54:10;2024-07-01
4220390823947137;419.6;2024-07-01 23:39:10;2024-07-01
4220390823947137;55.08;2024-07-02 00:33:10;2024-07-01
5238900892384387;330.4;2024-07-01 11:56:10;2024-07-01
5238900892384387;380.88;2024-07-01 11:47:10;2024-07-01
5238900892384387;54.71;2024-07-01 13:05:10;2024-07-01
8471161227858626;345.94;2024-07-01 07:00:10;2024-07-01
8471161227858626;60.04;2024-07-01 06:53:10;2024-07-01
1413841919963568;311.93;2024-07-01 05:19:10;2024-07-01
3448596888499110;281.75;2024-07-01 02:23:10;2024-07-01
3448596888499110;279.71;2024-07-01 01:34:10;2024-07-01
3448596888499110;326.94;2024-07-01 02:00:10;2024-07-01
6215644801207901;317.31;2024-07-01 16:18:10;2024-07-01
4249513519096921;320.94;2024-07-01 15:23:10;2024-07-01
4249513519096921;282.25;2024-07-01 14:27:10;2024-07-01
4249513519096921;414.43;2024-07-01 14:51:10;2024-07-01
5378412493882351;242.11;2024-07-01 08:02:10;2024-07-01
5378412493882351;226.48;2024-07-01 08:17:10;2024-07-01
5378412493882351;134.61;2024-07-01 07:34:10;2024-07-01
4305181445691882;229.08;2024-07-01 11:00:10;2024-07-01
4305181445691882;454.2;2024-07-01 10:46:10;2024-07-01
4305181445691882;405.45;2024-07-01 11:57:10;2024-07-01
9524584009500367;290.58;2024-07-01 22:13:10;2024-07-01
9524584009500367;238.72;2024-07-01 22:15:10;2024-07-01
0363825284638812;203.02;2024-07-01 22:10:10;2024-07-01
8401035379290084;36.08;2024-07-01 05:09:10;2024-07-01
9362232919348080;330.17;2024-07-01 23:27:10;2024-07-01
9362232919348080;94.3;2024-07-01 23:19:10;2024-07-01
9362232919348080;190.82;2024-07-02 00:00:10;2024-07-01
4246175510081939;219.63;2024-07-01 22:56:10;2024-07-01
4246175510081939;417.44;2024-07-01 22:13:10;2024-07-01
5412186846039969;184.86;2024-07-01 10:52:10;2024-07-01
5412186846039969;68.1;2024-07-01 10:30:10;2024-07-01
5412186846039969;29.45;2024-07-01 11:28:10;2024-07-01
5418756162119018;477.13;2024-07-01 19:20:10;2024-07-01
5418756162119018;257.57;2024-07-01 19:52:10;2024-07-01
7193038592210585;258.81;2024-07-01 11:27:10;2024-07-01
7193038592210585;167.24;2024-07-01 10:12:10;2024-07-01
7193038592210585;148.99;2024-07-01 11:44:10;2024-07-01
6717406673034566;164.98;2024-07-01 17:26:10;2024-07-01
8232797466228922;390.47;2024-07-01 19:56:10;2024-07-01
8232797466228922;45.04;2024-07-01 19:41:10;2024-07-01
8232797466228922;84.08;2024-07-01 19:38:10;2024-07-01
7700303274365707;407.2;2024-07-01 13:03:10;2024-07-01
0776695198706761;405.83;2024-07-02 00:35:10;2024-07-01
0776695198706761;56.46;2024-07-01 23:59:10;2024-07-01
0776695198706761;51.0;2024-07-01 23:55:10;2024-07-01
7669931826925110;307.76;2024-07-01 07:28:10;2024-07-01
7669931826925110;386.18;2024-07-01 07:04:10;2024-07-01
7669931826925110;51.73;2024-07-01 07:02:10;2024-07-01
5504336809151466;414.89;2024-07-01 07:19:10;2024-07-01
5504336809151466;145.81;2024-07-01 06:19:10;2024-07-01
5504336809151466;448.45;2024-07-01 06:04:10;2024-07-01
0007178749480464;241.46;2024-07-01 22:23:10;2024-07-01
0007178749480464;222.62;2024-07-01 22:50:10;2024-07-01
0007178749480464;177.56;2024-07-02 00:04:10;2024-07-01
9440536354712168;13.43;2024-07-01 07:00:10;2024-07-01
9440536354712168;208.1;2024-07-01 06:09:10;2024-07-01
7319552567677521;258.26;2024-07-01 07:00:10;2024-07-01
7319552567677521;1.12;2024-07-01 06:33:10;2024-07-01
7319552567677521;62.7;2024-07-01 07:57:10;2024-07-01
5197319610809061;46.2;2024-07-01 20:53:10;2024-07-01
5197319610809061;7.27;2024-07-01 19:11:10;2024-07-01
8545400310607027;307.07;2024-07-01 08:09:10;2024-07-01
2262350645675539;350.67;2024-07-01 04:48:10;2024-07-01
2262350645675539;0.82;2024-07-01 04:48:10;2024-07-01
2262350645675539;490.86;2024-07-01 05:34:10;2024-07-01
6505427155584038;171.62;2024-07-01 13:26:10;2024-07-01
8170808665034307;245.82;2024-07-01 04:18:10;2024-07-01
4085243529048181;94.68;2024-07-01 02:50:10;2024-07-01
4085243529048181;113.82;2024-07-01 02:15:10;2024-07-01
2202739144659063;365.08;2024-07-01 23:41:10;2024-07-01
2202739144659063;186.21;2024-07-01 23:41:10;2024-07-01
2202739144659063;114.01;2024-07-01 23:27:10;2024-07-01
1616146104148917;410.85;2024-07-01 16:37:10;2024-07-01
1616146104148917;269.85;2024-07-01 17:04:10;2024-07-01
1131263605248426;92.68;2024-07-01 14:52:10;2024-07-01
1131263605248426;135.03;2024-07-01 14:41:10;2024-07-01
1131263605248426;27.14;2024-07-01 15:42:10;2024-07-01
5178899326396263;405.78;2024-07-01 23:14:10;2024-07-01
4220698481451223;280.31;2024-07-01 01:20:10;2024-07-01
4220698481451223;207.05;2024-07-01 02:00:10;2024-07-01
0775750606727916;334.35;2024-07-01 23:40:10;2024-07-01
0775750606727916;0.14;2024-07-02 01:03:10;2024-07-01
0775750606727916;449.6;2024-07-02 01:21:10;2024-07-01
5659944447876541;109.98;2024-07-02 00:55:10;2024-07-01
5659944447876541;341.26;2024-07-02 00:11:10;2024-07-01
9032820840492555;311.92;2024-07-01 20:49:10;2024-07-01
9032820840492555;436.65;2024-07-01 20:30:10;2024-07-01
9032820840492555;347.74;2024-07-01 20:36:10;2024-07-01
7893503171816854;335.36;2024-07-01 19:59:10;2024-07-01
7383549376716019;330.19;2024-07-01 03:55:10;2024-07-01
7383549376716019;379.86;2024-07-01 05:35:10;2024-07-01
5695045686144808;306.88;2024-07-01 01:54:10;2024-07-01
5695045686144808;48.18;2024-07-01 00:48:10;2024-07-01
5695045686144808;336.52;2024-07-01 01:25:10;2024-07-01
6812494939946111;67.65;2024-07-01 08:40:10;2024-07-01
4958534329530640;134.36;2024-07-01 14:06:10;2024-07-01
5739887108577052;203.81;2024-07-01 23:31:10;2024-07-01
5739887108577052;258.04;2024-07-02 00:28:10;2024-07-01
5739887108577052;286.86;2024-07-02 00:00:10;2024-07-01
4162291748448969;85.67;2024-07-01 00:28:10;2024-07-01
4162291748448969;110.19;2024-07-01 01:14:10;2024-07-01
4221072280056133;13.67;2024-07-01 16:47:10;2024-07-01
4221072280056133;140.59;2024-07-01 17:32:10;2024-07-01
0089135673710847;86.43;2024-07-01 23:26:10;2024-07-01
0609705824813216;16.19;2024-07-02 00:10:10;2024-07-01
0609705824813216;213.35;2024-07-01 23:16:10;2024-07-01
0609705824813216;392.07;2024-07-02 00:08:10;2024-07-01
2185416756243061;193.62;2024-07-01 16:40:10;2024-07-01
2185416756243061;424.79;2024-07-01 16:58:10;2024-07-01
2185416756243061;24.87;2024-07-01 15:36:10;2024-07-01
1676755934410251;235.4;2024-07-01 13:02:10;2024-07-01
1676755934410251;248.33;2024-07-01 12:07:10;2024-07-01
5447263833679765;473.33;2024-07-01 17:59:10;2024-07-01
5447263833679765;106.66;2024-07-01 17:45:10;2024-07-01
5447263833679765;352.81;2024-07-01 16:25:10;2024-07-01
9347842792483776;178.54;2024-07-01 20:09:10;2024-07-01
9347842792483776;140.99;2024-07-01 19:23:10;2024-07-01
9347842792483776;182.47;2024-07-01 20:29:10;2024-07-01
6170943285722557;284.17;2024-07-01 23:19:10;2024-07-01
6170943285722557;30.9;2024-07-01 22:38:10;2024-07-01
1003454212058366;363.05;2024-07-01 07:51:10;2024-07-01
0131542214103394;211.67;2024-07-01 20:16:10;2024-07-01
0131542214103394;445.43;2024-07-01 19:07:10;2024-07-01
6227277459417818;87.14;2024-07-01 15:15:10;2024-07-01
5180067401971674;464.95;2024-07-01 08:10:10;2024-07-01
5180067401971674;69.5;2024-07-01 09:46:10;2024-07-01
5180067401971674;368.43;2024-07-01 09:23:10;2024-07-01
5362146086338194;429.17;2024-07-01 13:00:10;2024-07-01
5362146086338194;2.29;2024-07-01 13:24:10;2024-07-01
5259243317378513;151.03;2024-07-01 06:22:10;2024-07-01
5259243317378513;470.55;2024-07-01 06:05:10;2024-07-01
5405044612013662;460.87;2024-07-01 05:31:10;2024-07-01
6342447846172049;257.76;2024-07-01 04:01:10;2024-07-01
6342447846172049;85.66;2024-07-01 03:58:10;2024-07-01
6342447846172049;303.59;2024-07-01 03:48:10;2024-07-01
3552108465668808;227.38;2024-07-01 14:13:10;2024-07-01
8972429951133657;364.26;2024-07-01 09:21:10;2024-07-01
8972429951133657;190.61;2024-07-01 11:03:10;2024-07-01
8972429951133657;21.85;2024-07-01 09:37:10;2024-07-01
8991644833870090;151.6;2024-07-01 14:55:10;2024-07-01
1312490011975046;410.04;2024-07-01 09:11:10;2024-07-01
1312490011975046;417.98;2024-07-01 09:07:10;2024-07-01
1312490011975046;347.87;2024-07-01 10:54:10;2024-07-01
1758347377653874;135.37;2024-07-02 00:58:10;2024-07-01
1758347377653874;288.99;2024-07-02 00:32:10;2024-07-01
3836340687538750;482.38;2024-07-01 18:59:10;2024-07-01
3836340687538750;398.76;2024-07-01 19:54:10;2024-07-01
3836340687538750;333.79;2024-07-01 20:34:10;2024-07-01
2577189536014649;312.31;2024-07-01 23:51:10;2024-07-01
2577189536014649;233.53;2024-07-01 23:25:10;2024-07-01
2577189536014649;148.03;2024-07-01 22:58:10;2024-07-01
7178099763703385;228.99;2024-07-01 02:20:10;2024-07-01
7354889430461237;196.65;2024-07-01 20:29:10;2024-07-01
7354889430461237;91.02;2024-07-01 20:07:10;2024-07-01
5796639643152016;219.82;2024-07-01 20:54:10;2024-07-01
5796639643152016;2.63;2024-07-01 20:36:10;2024-07-01
5796639643152016;197.06;2024-07-01 19:59:10;2024-07-01
1864829381107456;0.27;2024-07-01 21:03:10;2024-07-01
1864829381107456;294.4;2024-07-01 19:40:10;2024-07-01
4168985446035007;345.41;2024-07-02 00:05:10;2024-07-01
9198557903223748;212.98;2024-07-01 08:57:10;2024-07-01
0251171899513329;147.98;2024-07-01 12:35:10;2024-07-01
0251171899513329;431.35;2024-07-01 12:07:10;2024-07-01
9605883343354660;106.54;2024-07-01 05:55:10;2024-07-01
9605883343354660;55.4;2024-07-01 07:00:10;2024-07-01
9605883343354660;99.48;2024-07-01 06:48:10;2024-07-01
8131877925817569;53.71;2024-07-01 12:52:10;2024-07-01
1705855753056072;498.73;2024-07-02 00:10:10;2024-07-01
1705855753056072;460.1;2024-07-01 22:18:10;2024-07-01
0371817702141589;469.17;2024-07-01 08:15:10;2024-07-01
0371817702141589;13.75;2024-07-01 08:07:10;2024-07-01
0371817702141589;139.45;2024-07-01 07:54:10;2024-07-01
1388811239277645;385.92;2024-07-01 03:55:10;2024-07-01
1388811239277645;324.0;2024-07-01 04:05:10;2024-07-01
4176961109155497;40.51;2024-07-01 04:56:10;2024-07-01
4176961109155497;489.34;2024-07-01 05:54:10;2024-07-01
4176961109155497;285.05;2024-07-01 05:29:10;2024-07-01
7821617663327168;474.23;2024-07-01 12:15:10;2024-07-01
