status;datetime;card_num;card_num_md5;load_date
выдана;2024-07-01 13:33:10;6654338853090755;20fde66bf2564b68c3478aa0ab26e0ef;2024-07-01
выдана;2024-07-01 02:16:10;5750951775772151;b32cdaad9af3da2ec8b5ed4362d24c79;2024-07-01
выдана;2024-07-01 07:20:10;6712894161712646;3403e5185e008ecedb04c8c39addd617;2024-07-01
не выдана;2024-07-01 04:42:10;0920313548907928;7d4c3ff25fa4217ca8b741b5dea9124c;2024-07-01
не выдана;2024-07-01 21:10:10;8312345395564808;14f0cf483ca6366a68ceb453197da237;2024-07-01
не выдана;2024-07-01 15:18:10;7756452560442384;117e154114596cebace50eb1c46b8c62;2024-07-01
не выдана;2024-07-01 15:03:10;0159851316935930;7febc4588a551f6f6d0ab7981e56d70e;2024-07-01
выдана;2024-07-01 05:28:10;4335029074759957;dfca30738b8eaa8f51e98b5aefb0026a;2024-07-01
не выдана;2024-07-01 05:20:10;4238852550302508;efd02c61b83697a32d3f1590edc25f28;2024-07-01
выдана;2024-07-01 12:30:10;4205286264871416;1d45bdecc01ccffa1f2dd1e7493f2ade;2024-07-01
выдана;2024-07-01 05:09:10;0797888555720567;b7a4df6fc9139de86c0d5d0161adfa53;2024-07-01
не выдана;2024-07-01 00:10:10;6481510521521178;36ffc7f51e9a88bafb9fe6df12665e90;2024-07-01
выдана;2024-07-01 10:46:10;5789260121726225;a2c1488f017cf9968f803367131a5ad9;2024-07-01
выдана;2024-07-01 20:38:10;6336837656492021;a0549dcb30370ef2737bb616c366d748;2024-07-01
не выдана;2024-07-01 19:46:10;9872150544619261;250650a47d0f902e8dde55cf0a0622a5;2024-07-01
не выдана;2024-07-01 19:53:10;8456825414509101;b04a8a4c31d9a0892246536a20bb5166;2024-07-01
не выдана;2024-07-01 21:49:10;8115545530100858;77035eee8442c2e97b8f6c317d966513;2024-07-01
выдана;2024-07-01 16:09:10;5409379532680888;1e8f28a1db488ea4915a8284cd5584b2;2024-07-01
не выдана;2024-07-01 03:07:10;1714093830811778;c9f05a0624e61cc0272ba02da89b299d;2024-07-01
не выдана;2024-07-01 09:57:10;1163064992770294;23abe0f34e1d3ebb1d83df0a1d74ce12;2024-07-01
не выдана;2024-07-01 18:44:10;7447151201699778;c504b49f619f225fb53d0ab0d0004cc2;2024-07-01
не выдана;2024-07-01 19:20:10;7748122618280323;eaf490eeb932c6ed037d667f37d229b4;2024-07-01
выдана;2024-07-01 21:18:10;5926172074676634;d7293ff75367061400efaf0ff985ef0c;2024-07-01
не выдана;2024-07-01 10:51:10;8963931246485774;61736b3ef38b6e28e885c3628e8c3a0a;2024-07-01
не выдана;2024-07-01 04:58:10;1400488468512950;5debf2a9223fa8b5c6f9da54300851db;2024-07-01
выдана;2024-07-01 09:21:10;2476720707922342;cc4060dcc8ba89596b91cc34bea6e484;2024-07-01
не выдана;2024-07-01 08:20:10;2534548064110527;46a3880dddf4d5216017056f2f076dc1;2024-07-01
не выдана;2024-07-01 21:55:10;7424527688675780;21661b6867aedab58eb0c8ae95a5985f;2024-07-01
выдана;2024-07-01 13:42:10;1318466818652914;e7e3a39c851fd58aacc41875f07740ca;2024-07-01
выдана;2024-07-01 21:37:10;8354658971601513;4ca50bca75eb54f0e72ae553861a11be;2024-07-01
выдана;2024-07-01 08:30:10;0907412131959026;5471f7d08c631d9bd8ff59e5fe2b4012;2024-07-01
выдана;2024-07-01 08:42:10;8583819014251075;f38f49858d0ba5b135265d9410deae39;2024-07-01
выдана;2024-07-01 19:25:10;6025744296103478;08a8bbdd762e8694b156628edc825849;2024-07-01
не выдана;2024-07-01 06:05:10;6764240117524724;b70899ccf0bc018e926d52814269a4d3;2024-07-01
выдана;2024-07-01 14:58:10;3261490592675614;163f3209ebe84cd389d81a1fc8b6b18d;2024-07-01
выдана;2024-07-01 05:47:10;9928600397938037;b7880dc3804ac910e771e87216eba357;2024-07-01
не выдана;2024-07-01 16:17:10;2029384500148576;79562bdd94032119ff6f92117315ab15;2024-07-01
выдана;2024-07-01 13:12:10;5869184071359877;bccf08968577313c965b4a83dda61568;2024-07-01
выдана;2024-07-01 14:40:10;2287915022435974;cad55406b450f9c6f51c98964c225e80;2024-07-01
выдана;2024-07-01 00:39:10;4124364522029457;fac2f932a29862f2b2de4cb8812d3d6e;2024-07-01
выдана;2024-07-01 19:06:10;6438994321043166;29a1e410443c2e3eb7e240f97ceffd34;2024-07-01
выдана;2024-07-01 11:34:10;6010757422286127;48e292a9c52f7fb2d791303b4fd0e940;2024-07-01
не выдана;2024-07-01 14:07:10;2546502590439905;4ac3ec2e7310b3f45ccb5e0296e995a1;2024-07-01
выдана;2024-07-01 08:37:10;7134404948836298;365c9bceb6c07b58bc27b3f6cd48ca43;2024-07-01
выдана;2024-07-01 05:47:10;8426641711262550;7217c770220a02e3a266a77fe301e9c9;2024-07-01
выдана;2024-07-01 01:32:10;7787314985064344;6bf60b1e19ff5c264b226c92546fe308;2024-07-01
не выдана;2024-07-01 14:14:10;7994726962303893;c0b053a6605923cd2b8de5c3fadb4b38;2024-07-01
выдана;2024-07-01 18:05:10;1913932887472560;245dd8926bf201fbec27732b43d8c41d;2024-07-01
не выдана;2024-07-01 11:08:10;2037456270608120;a192369949f7116765e4b63801facdb1;2024-07-01
не выдана;2024-07-01 21:38:10;8708459117833966;efaad27f8d8644b2bc9f69cb6e9f6224;2024-07-01
выдана;2024-07-01 01:54:10;8972022133046391;99abb1afe7d6f3746d787405f5848eca;2024-07-01
выдана;2024-07-01 06:41:10;2347349409960734;4a68266d6f1d92d348935954bddb5664;2024-07-01
не выдана;2024-07-01 14:23:10;3389403869653134;7542692547d6d8522dc449274e25e4f1;2024-07-01
выдана;2024-07-01 10:33:10;5642989323410386;46141245d71baed983d16e14823499ae;2024-07-01
не выдана;2024-07-01 08:50:10;9500717024534968;d9f0bba5eb1a58dff10a654808b885aa;2024-07-01
выдана;2024-07-01 05:43:10;3346824593295797;dda1765336545aebb310640524b79421;2024-07-01
не выдана;2024-07-01 09:55:10;2727288079704015;e3b199ea1e3e984500c2adc794fa4d32;2024-07-01
выдана;2024-07-01 15:59:10;9724593956495029;99e0f69f3f307a3949452e1abe7c152d;2024-07-01
не выдана;2024-07-01 04:36:10;4595854931785323;98f7fbb8716d53183b008ff8b45e6258;2024-07-01
выдана;2024-07-01 12:22:10;8616277050537703;a16e2bd8cc8d9ac8e7d5bcffbe44c6eb;2024-07-01
не выдана;2024-07-01 05:23:10;9569748647260710;d8e36ed4c113288948516399ceb108f1;2024-07-01
выдана;2024-07-01 15:43:10;2105443875112435;d4d114b444e5d42b81220640e13dad65;2024-07-01
не выдана;2024-07-01 20:05:10;3020681074399782;2f46e6b499118b4e92efa92d34352ce1;2024-07-01
выдана;2024-07-01 21:30:10;8877947811797563;c13238aa89bea300146962250de11154;2024-07-01
не выдана;2024-07-01 10:35:10;8086480034540772;ee8aebc4a8f342d553afeedc1f755e59;2024-07-01
выдана;2024-07-01 22:53:10;6003171727265006;a2d85aeaa2db555c168b26a67013f16e;2024-07-01
не выдана;2024-07-01 04:34:10;6562334971922421;0d0e5a438ca2101d0a188eb4fcef932c;2024-07-01
выдана;2024-07-01 22:13:10;9216475601309411;c50aa6cd973e1e0cd96e4e178343a9b7;2024-07-01
выдана;2024-07-01 18:52:10;2935228621306375;54fa761f6cc27996d812b524c07eb746;2024-07-01
не выдана;2024-07-01 11:33:10;6005163170739895;05138a2de67ca0c4ba7976189fa05753;2024-07-01
не выдана;2024-07-01 07:54:10;9416725041795912;780f7dc8609a94eb7c43d4359b35fd14;2024-07-01
не выдана;2024-07-01 03:28:10;7186466718157088;440a1be31179fd79dda03c63e4a6ece1;2024-07-01
не выдана;2024-07-01 07:39:10;8476207760817456;19d60ebf95508f665e213bf77c4335b2;2024-07-01
не выдана;2024-07-01 18:27:10;1138101222428972;bafbe5b7c80b6d4e393953da06b25d09;2024-07-01
не выдана;2024-07-01 23:27:10;6957270725718396;454778de1e9eacb02f3231027d0f0615;2024-07-01
выдана;2024-07-01 17:31:10;8349334903427687;0967cf5ce88828b0d28776cdd4471644;2024-07-01
выдана;2024-07-01 02:02:10;5776512108041491;e96a3d6f6e8ccf1b52a75e95afd5dc47;2024-07-01
выдана;2024-07-01 16:39:10;4823271112109759;e6b7952e273923300b9a0524ac74c4e9;2024-07-01
выдана;2024-07-01 08:21:10;2070700245113982;f8e88f4e34e9582d8703cc6bfba154b2;2024-07-01
не выдана;2024-07-01 22:22:10;2471088014850007;c76f1a27240724c1d33d6255c2c13667;2024-07-01
не выдана;2024-07-01 08:45:10;1100279542491446;f6f2f5bc488f14fa2a014f0395c50d5c;2024-07-01
не выдана;2024-07-01 11:28:10;3915797671169488;18d8588364b7ec130dbb32414b43fc3d;2024-07-01
выдана;2024-07-01 23:08:10;8570630086134035;e4e7b13090b131f283e7981e6562e1fd;2024-07-01
выдана;2024-07-01 19:18:10;4312707357209020;074f15b92abddad5d34520d2c674c5dd;2024-07-01
не выдана;2024-07-01 23:10:10;5131726295781338;a035b7d1e0c97d601ae83d18122fd806;2024-07-01
не выдана;2024-07-01 13:05:10;3839372367558995;17d97e86becf24ea8d02b01ff0903d4c;2024-07-01
выдана;2024-07-01 11:14:10;4205499317834143;a276564257a250c7e117434e1aca1104;2024-07-01
не выдана;2024-07-01 05:02:10;9397068538427227;16b89ace8847ad09e503bb1bd39b8421;2024-07-01
выдана;2024-07-01 00:26:10;1240552020803055;0185f529bb8960d576c7f4515717dc4e;2024-07-01
выдана;2024-07-01 15:54:10;4530778988907039;127af19bb39624019e5b3be07b17896c;2024-07-01
выдана;2024-07-01 06:54:10;1999384617443446;858b51e70a584cc510a28c6d0e808474;2024-07-01
не выдана;2024-07-01 20:09:10;5547765566163138;a3ab28eb2c82df704acd2dfabf6588b8;2024-07-01
выдана;2024-07-01 22:59:10;0687655354815731;3d7abbb59df21be89bd6f4bd8ab971ef;2024-07-01
выдана;2024-07-01 17:32:10;2002170046248689;87f37b38f1b7587afb1536efb3c86b1a;2024-07-01
выдана;2024-07-01 06:56:10;4786685129109850;7c1403aaf757a96ff049fc0822980a33;2024-07-01
не выдана;2024-07-01 04:45:10;7024283360511083;9e94b375f0739cf377f510d66fdb8931;2024-07-01
не выдана;2024-07-01 05:47:10;2636326518675693;ec9758c0960428ca1e7a9bba607cc049;2024-07-01
не выдана;2024-07-01 16:22:10;8653485052393154;4bdec51f1e283a8e96c3164d29035ba1;2024-07-01
выдана;2024-07-01 23:29:10;3877701484853924;e7dd5e9348df4539f1d33b6268d7a904;2024-07-01
выдана;2024-07-01 01:01:10;1425787681786342;67daee001c22ddafd515c7ceeaa519d2;2024-07-01
выдана;2024-07-01 18:23:10;5030697417099921;33768dc90de8e1d25fa207b081f9509b;2024-07-01
выдана;2024-07-01 05:10:10;1252123089586248;3f57ca6e72077c6107836c64101f1062;2024-07-01
выдана;2024-07-01 07:57:10;3652128688472753;851f166d00fd342ceaf68396d34afd60;2024-07-01
не выдана;2024-07-01 17:12:10;5386168410312343;949b372c8fa04bfa6729a47112d65306;2024-07-01
не выдана;2024-07-01 05:41:10;8739169673811566;18b2726522422bf1747ecdf9e1803f78;2024-07-01
не выдана;2024-07-01 11:03:10;4850903148496057;b143eec45252a9dd05895907729644cf;2024-07-01
не выдана;2024-07-01 19:58:10;1187998875406419;10aa92a32c15605d6a01b16bc9bf671a;2024-07-01
выдана;2024-07-01 15:59:10;8825317925511696;c57fcf26b10c0adba9127bace581341e;2024-07-01
не выдана;2024-07-01 02:11:10;2104343245254840;b35f57693c01f6d28c01487c31051242;2024-07-01
не выдана;2024-07-01 09:00:10;7223042244687687;9a5245ff0b3916ea8ebc9e8e863c383c;2024-07-01
не выдана;2024-07-01 22:25:10;6921373433610065;d2fde594ec14236224883b92366b05c5;2024-07-01
не выдана;2024-07-01 01:27:10;2417578721272364;21002be492f29c519f9eeefc921bc342;2024-07-01
выдана;2024-07-01 14:03:10;8058763833939793;6d782ea00e32e8aca1047020ae6c7d0c;2024-07-01
не выдана;2024-07-01 23:36:10;0191417806933716;e47888e697bf8ab4f3a581cceba2095a;2024-07-01
не выдана;2024-07-01 17:49:10;8612183202429995;58d717bd5241d1c0785651fcf34e0427;2024-07-01
выдана;2024-07-01 05:58:10;6716465624162792;6d018ae21d747006b315c5fac046d0cd;2024-07-01
не выдана;2024-07-01 04:28:10;5689840718192941;509f9f01e43e3f32d047f61eb654441a;2024-07-01
не выдана;2024-07-01 23:24:10;4715696410175869;e95447eb619a4826833913cd2f944c54;2024-07-01
не выдана;2024-07-01 23:34:10;5912712553552740;bd86a87daeefd812aea1c90ad1e02df8;2024-07-01
не выдана;2024-07-01 20:08:10;0330574370244587;5c32434dd38a5a6f773fcaf135743606;2024-07-01
не выдана;2024-07-01 04:04:10;7546963076420771;dedaac2541afd664c4ef5ee6477e5d95;2024-07-01
не выдана;2024-07-01 15:11:10;3794052949169884;984b023fec7c3a7e508e1d7c690a4f2f;2024-07-01
выдана;2024-07-01 08:49:10;2279541789208334;414b76018c9b4d0e6a72d0a7762ae9cb;2024-07-01
не выдана;2024-07-01 12:49:10;7123794193774224;45a88b217201dc445b6441c238743dfb;2024-07-01
выдана;2024-07-01 22:20:10;7224273492241472;1588e37c7fb3bbfd37e4dd4d845210a0;2024-07-01
не выдана;2024-07-01 21:55:10;0498195117038779;2745e26a1e3b41b0ff89fbf7e991e9c6;2024-07-01
выдана;2024-07-01 18:24:10;2908933252294510;0ce563e83f7772fa86ebccac64897f03;2024-07-01
не выдана;2024-07-01 06:24:10;9884744372503881;51ef26e484c92ca671e3bf4f218091de;2024-07-01
не выдана;2024-07-01 12:07:10;9249490229735604;2d9666a9d5e09f7e8804985a927bfa68;2024-07-01
выдана;2024-07-01 02:17:10;8155440443602998;b915472d82347b0fe8c457440c432df6;2024-07-01
не выдана;2024-07-01 08:03:10;1427001549133906;21a65eed78ded06684384cacc7f9e06d;2024-07-01
выдана;2024-07-01 13:02:10;5963717312890541;478d86f376f3af777484dba2310a3898;2024-07-01
не выдана;2024-07-01 01:17:10;7675866683409299;98a7c3c8d190a008b8e6dff7252b5649;2024-07-01
не выдана;2024-07-01 18:30:10;7049959399098822;0f6dbecaf6124548198ef0cdbd80a03a;2024-07-01
не выдана;2024-07-01 21:21:10;4634407449247165;e58d0128f9406097d4a8b83bcc851646;2024-07-01
выдана;2024-07-01 17:09:10;7229647707445766;76ebbb9b3077ee82cdbacde6e3f13905;2024-07-01
не выдана;2024-07-01 11:59:10;6163303766977023;d3652bc0b61ab854fa602340a0f85752;2024-07-01
выдана;2024-07-01 09:10:10;1565718299685711;af13f4d42af45ae6752965c9934a91a1;2024-07-01
выдана;2024-07-01 21:55:10;2918626963925760;c141342d9e9d95cfeaec89bf2262337a;2024-07-01
не выдана;2024-07-01 03:16:10;9112480123044272;dba201e0ef1bae4723eaf91dc181c1b6;2024-07-01
выдана;2024-07-01 17:10:10;9036068868730736;fc2231965c2e730a98de846d2510d107;2024-07-01
не выдана;2024-07-01 21:26:10;5010545013847212;19bc7b49f533c8444a2a7057b7b38c62;2024-07-01
выдана;2024-07-01 04:25:10;0117477741827069;b09222693f3baf0d75af1fbe5341b216;2024-07-01
выдана;2024-07-01 09:17:10;0162466916966431;ba674f8cf143f73e9ced32a82fe73082;2024-07-01
не выдана;2024-07-01 17:33:10;0547662613435947;eed144eae7bc8e36c6ee6bccaa42534e;2024-07-01
не выдана;2024-07-01 07:46:10;0239441569122397;d6e3197c3e8afbc50bce44eb582c09bc;2024-07-01
выдана;2024-07-01 08:54:10;2218911394055832;eb1d8555dc8c9d9fa4762d048746f470;2024-07-01
выдана;2024-07-01 01:10:10;9259275749152617;7d81313b47651b34fe850829a4e5788e;2024-07-01
не выдана;2024-07-01 12:37:10;2594171962121171;cf5bd76212c22e208b959c96cad46db0;2024-07-01
выдана;2024-07-01 02:32:10;1325864496175790;2955b0f2a4c51468c1ca555d0930d342;2024-07-01
не выдана;2024-07-01 09:39:10;2804428078333199;c1b7aa9a2e8fa11310a99989cbd45cf8;2024-07-01
не выдана;2024-07-01 01:33:10;1916484098798311;1a327fa37bb0b1c6c2a08355ba8fa9c6;2024-07-01
выдана;2024-07-01 15:06:10;8664904672525738;da814ccc6fb6ae99f196d6670602ad10;2024-07-01
не выдана;2024-07-01 17:51:10;3627638943137567;8613880790c256e0e454c523e105017d;2024-07-01
выдана;2024-07-01 17:32:10;1221199400074511;9f82906f19204fcddb9e9b535f01c337;2024-07-01
выдана;2024-07-01 08:42:10;8051729369838269;a3e24ba915ce25aae565893535bdef60;2024-07-01
выдана;2024-07-01 07:14:10;9675979584377367;a7bc283c3a036ffefa8234e3b29fcd87;2024-07-01
не выдана;2024-07-01 19:36:10;6821257268730627;0ada53bf6b6a643cfa62af907c7a754a;2024-07-01
выдана;2024-07-01 23:18:10;9831056540149565;3864357cdbffc13cbec84398cde83653;2024-07-01
выдана;2024-07-01 19:21:10;2657167857790195;f73263fbda48574e77675437a55d5de2;2024-07-01
не выдана;2024-07-01 05:55:10;5640553536510364;149d60019fd689b1180cd96734b08677;2024-07-01
выдана;2024-07-01 06:23:10;9299960580718030;88787d5220ea037ec0e81dcf47d7457f;2024-07-01
не выдана;2024-07-01 20:05:10;8437377550061058;510034d6331c2f0576dbb6f047bc9262;2024-07-01
выдана;2024-07-01 04:31:10;7931707888966762;94c122bcee115d0f7b9083c0a12bebb5;2024-07-01
не выдана;2024-07-01 22:36:10;1794999204899079;f55ebd8cbc22ce3e48aafd440d9760a0;2024-07-01
выдана;2024-07-01 08:04:10;1322348056055873;055d0cd84b6bb200192649fcf3672b00;2024-07-01
выдана;2024-07-01 13:52:10;0475007934980971;b97d16e34cb2e0c2ad245ce19d81db8e;2024-07-01
не выдана;2024-07-01 17:16:10;8498450544348463;2c7f046a6382ade7fad5c1f216b8065c;2024-07-01
не выдана;2024-07-01 06:33:10;3028285020488799;f0e3a986c908a10c0cb2f299e9822223;2024-07-01
выдана;2024-07-01 21:58:10;5666015855271094;b9e93be1abe4c05d3b9b7fc46c531bce;2024-07-01
не выдана;2024-07-01 00:08:10;1220390146373963;4f0cdf0aaf470c2cad43c5e6077e2c4b;2024-07-01
выдана;2024-07-01 07:20:10;6016957624236665;355417f7119d40043b6de6fa4309f48c;2024-07-01
не выдана;2024-07-01 17:22:10;8219287188655234;8eecf230f11e64700f57ebbfb8914df7;2024-07-01
